name,type,uf
Magalhães de Almeida,municipio,MA
Magda,municipio,SP
Magé,municipio,RJ
Maiquinique,municipio,BA
Mairi,municipio,BA
Mairinque,municipio,SP
Mairiporã,municipio,SP
Mairipotaba,municipio,GO
Major Gercino,municipio,SC
Major Isidoro,municipio,AL
Major Sales,municipio,RN
Major Vieira,municipio,SC
Malacacheta,municipio,MG
Malhada,municipio,BA
Malhada de Pedras,municipio,BA
Malhada dos Bois,municipio,SE
Malhador,municipio,SE
Mallet,municipio,PR
Malta,municipio,PB
Mamanguape,municipio,PB
Mambaí,municipio,GO
Mamborê,municipio,PR
Mamonas,municipio,MG
Mampituba,municipio,RS
Manacapuru,municipio,AM
Manaíra,municipio,PB
Manaquiri,municipio,AM
Manari,municipio,PE
Manaus,municipio,AM
Mâncio Lima,municipio,AC
Mandaguaçu,municipio,PR
Mandaguari,municipio,PR
Mandirituba,municipio,PR
Manduri,municipio,SP
Manfrinópolis,municipio,PR
Manga,municipio,MG
Mangaratiba,municipio,RJ
Mangueirinha,municipio,PR
Manhuaçu,municipio,MG
Manhumirim,municipio,MG
Manicoré,municipio,AM
Manoel Emídio,municipio,PI
Manoel Ribas,municipio,PR
Manoel Urbano,municipio,AC
Manoel Viana,municipio,RS
Manoel Vitorino,municipio,BA
Mansidão,municipio,BA
Mantena,municipio,MG
Mantenópolis,municipio,ES
Maquiné,municipio,RS
Mar de Espanha,municipio,MG
Mar Vermelho,municipio,AL
Mara Rosa,municipio,GO
Maraã,municipio,AM
Marabá,municipio,PA
Marabá Paulista,municipio,SP
Maracaçumé,municipio,MA
Maracaí,municipio,SP
Maracajá,municipio,SC
Maracaju,municipio,MS
Maracanã,municipio,PA
Maracanaú,municipio,CE
Maracás,municipio,BA
Maragogi,municipio,AL
Maragogipe,municipio,BA
Maraial,municipio,PE
Marajá do Sena,municipio,MA
Maranguape,municipio,CE
Maranhãozinho,municipio,MA
Marapanim,municipio,PA
Marapoama,municipio,SP
Maratá,municipio,RS
Marataízes,municipio,ES
Marau,municipio,RS
Maraú,municipio,BA
Maravilha,municipio,AL
Maravilha,municipio,SC
Maravilhas,municipio,MG
Marcação,municipio,PB
Marcelândia,municipio,MT
Marcelino Ramos,municipio,RS
Marcelino Vieira,municipio,RN
Marcionílio Souza,municipio,BA
Marco,municipio,CE
Marcolândia,municipio,PI
Marcos Parente,municipio,PI
Marechal Cândido Rondon,municipio,PR
Marechal Deodoro,municipio,AL
Marechal Floriano,municipio,ES
Marechal Thaumaturgo,municipio,AC
Marema,municipio,SC
Mari,municipio,PB
Maria da Fé,municipio,MG
Maria Helena,municipio,PR
Marialva,municipio,PR
Mariana,municipio,MG
Mariana Pimentel,municipio,RS
Mariano Moro,municipio,RS
Marianópolis do Tocantins,municipio,TO
Mariápolis,municipio,SP
Maribondo,municipio,AL
Maricá,municipio,RJ
Marilac,municipio,MG
Marilândia,municipio,ES
Marilândia do Sul,municipio,PR
Marilena,municipio,PR
Marília,municipio,SP
Mariluz,municipio,PR
Maringá,municipio,PR
Marinópolis,municipio,SP
Mário Campos,municipio,MG
Mariópolis,municipio,PR
Maripá,municipio,PR
Maripá de Minas,municipio,MG
Marituba,municipio,PA
Marizópolis,municipio,PB
Marliéria,municipio,MG
Marmeleiro,municipio,PR
Marmelópolis,municipio,MG
Marques de Souza,municipio,RS
Marquinho,municipio,PR
Martinho Campos,municipio,MG
Martinópole,municipio,CE
Martinópolis,municipio,SP
Martins,municipio,RN
Martins Soares,municipio,MG
Maruim,municipio,SE
Marumbi,municipio,PR
Marzagão,municipio,GO
Mascote,municipio,BA
Massapê,municipio,CE
Massapê do Piauí,municipio,PI
Massaranduba,municipio,PB
Massaranduba,municipio,SC
Mata,municipio,RS
Mata de São João,municipio,BA
Mata Grande,municipio,AL
Mata Roma,municipio,MA
Mata Verde,municipio,MG
Matão,municipio,SP
Mataraca,municipio,PB
Mateiros,municipio,TO
Matelândia,municipio,PR
Materlândia,municipio,MG
Mateus Leme,municipio,MG
Mathias Lobato,municipio,MG
Matias Barbosa,municipio,MG
Matias Cardoso,municipio,MG
Matias Olímpio,municipio,PI
Matina,municipio,BA
Matinha,municipio,MA
Matinhas,municipio,PB
Matinhos,municipio,PR
Matipó,municipio,MG
Mato Castelhano,municipio,RS
Mato Grosso,municipio,PB
Mato Leitão,municipio,RS
Mato Queimado,municipio,RS
Mato Rico,municipio,PR
Mato Verde,municipio,MG
Matões,municipio,MA
Matões do Norte,municipio,MA
Matos Costa,municipio,SC
Matozinhos,municipio,MG
Matrinchã,municipio,GO
Matriz de Camaragibe,municipio,AL
Matupá,municipio,MT
Matureia,municipio,PB
Matutina,municipio,MG
Mauá,municipio,SP
Mauá da Serra,municipio,PR
Maués,municipio,AM
Maurilândia,municipio,GO
Maurilândia do Tocantins,municipio,TO
Mauriti,municipio,CE
Maxaranguape,municipio,RN
Maximiliano de Almeida,municipio,RS
Mazagão,municipio,AP
Medeiros,municipio,MG
Medeiros Neto,municipio,BA
Medianeira,municipio,PR
Medicilândia,municipio,PA
Medina,municipio,MG
Meleiro,municipio,SC
Melgaço,municipio,PA
Mendes,municipio,RJ
Mendes Pimentel,municipio,MG
Mendonça,municipio,SP
Mercedes,municipio,PR
Mercês,municipio,MG
Meridiano,municipio,SP
Meruoca,municipio,CE
Mesópolis,municipio,SP
Mesquita,municipio,MG
Mesquita,municipio,RJ
Messias,municipio,AL
Messias Targino,municipio,RN
Miguel Alves,municipio,PI
Miguel Calmon,municipio,BA
Miguel Leão,municipio,PI
Miguel Pereira,municipio,RJ
Miguelópolis,municipio,SP
Milagres,municipio,CE
Milagres,municipio,BA
Milagres do Maranhão,municipio,MA
Milhã,municipio,CE
Milton Brandão,municipio,PI
Mimoso de Goiás,municipio,GO
Mimoso do Sul,municipio,ES
Minaçu,municipio,GO
Minador do Negrão,municipio,AL
Minas do Leão,municipio,RS
Minas Novas,municipio,MG
Minduri,municipio,MG
Mineiros,municipio,GO
Mineiros do Tietê,municipio,SP
Ministro Andreazza,municipio,RO
Mira Estrela,municipio,SP
Mirabela,municipio,MG
Miracatu,municipio,SP
Miracema,municipio,RJ
Miracema do Tocantins,municipio,TO
Mirador,municipio,MA
Mirador,municipio,PR
Miradouro,municipio,MG
Miraguaí,municipio,RS
Miraí,municipio,MG
Miraíma,municipio,CE
Miranda,municipio,MS
Miranda do Norte,municipio,MA
Mirandiba,municipio,PE
Mirandópolis,municipio,SP
Mirangaba,municipio,BA
Miranorte,municipio,TO
Mirante,municipio,BA
Mirante da Serra,municipio,RO
Mirante do Paranapanema,municipio,SP
Miraselva,municipio,PR
Mirassol,municipio,SP
Mirassol d'Oeste,municipio,MT
Mirassolândia,municipio,SP
Miravânia,municipio,MG
Mirim Doce,municipio,SC
Mirinzal,municipio,MA
Missal,municipio,PR
Missão Velha,municipio,CE
Mocajuba,municipio,PA
Mococa,municipio,SP
Modelo,municipio,SC
Moeda,municipio,MG
Moema,municipio,MG
Mogeiro,municipio,PB
Mogi das Cruzes,municipio,SP
Mogi Guaçu,municipio,SP
Mogi Mirim,municipio,SP
Moiporá,municipio,GO
Moita Bonita,municipio,SE
Moju,municipio,PA
Mojuí dos Campos,municipio,PA
Mombaça,municipio,CE
Mombuca,municipio,SP
Monção,municipio,MA
Monções,municipio,SP
Mondaí,municipio,SC
Mongaguá,municipio,SP
Monjolos,municipio,MG
Monsenhor Gil,municipio,PI
Monsenhor Hipólito,municipio,PI
Monsenhor Paulo,municipio,MG
Monsenhor Tabosa,municipio,CE
Montadas,municipio,PB
Montalvânia,municipio,MG
Montanha,municipio,ES
Montanhas,municipio,RN
Montauri,municipio,RS
Monte Alegre,municipio,PA
Monte Alegre,municipio,RN
Monte Alegre de Goiás,municipio,GO
Monte Alegre de Minas,municipio,MG
Monte Alegre de Sergipe,municipio,SE
Monte Alegre do Piauí,municipio,PI
Monte Alegre do Sul,municipio,SP
Monte Alegre dos Campos,municipio,RS
Monte Alto,municipio,SP
Monte Aprazível,municipio,SP
Monte Azul,municipio,MG
Monte Azul Paulista,municipio,SP
Monte Belo,municipio,MG
Monte Belo do Sul,municipio,RS
Monte Carlo,municipio,SC
Monte Carmelo,municipio,MG
Monte Castelo,municipio,SP
Monte Castelo,municipio,SC
Monte das Gameleiras,municipio,RN
Monte do Carmo,municipio,TO
Monte Formoso,municipio,MG
Monte Horebe,municipio,PB
Monte Mor,municipio,SP
Monte Negro,municipio,RO
Monte Santo,municipio,BA
Monte Santo de Minas,municipio,MG
Monte Santo do Tocantins,municipio,TO
Monte Sião,municipio,MG
Monteiro,municipio,PB
Monteiro Lobato,municipio,SP
Monteirópolis,municipio,AL
Montenegro,municipio,RS
Montes Altos,municipio,MA
Montes Claros,municipio,MG
Montes Claros de Goiás,municipio,GO
Montezuma,municipio,MG
Montividiu,municipio,GO
Montividiu do Norte,municipio,GO
Morada Nova,municipio,CE
Morada Nova de Minas,municipio,MG
Moraújo,municipio,CE
Moreilândia,municipio,PE
Moreira Sales,municipio,PR
Moreno,municipio,PE
Mormaço,municipio,RS
Morpará,municipio,BA
Morretes,municipio,PR
Morrinhos,municipio,CE
Morrinhos,municipio,GO
Morrinhos do Sul,municipio,RS
Morro Agudo,municipio,SP
Morro Agudo de Goiás,municipio,GO
Morro Cabeça no Tempo,municipio,PI
Morro da Fumaça,municipio,SC
Morro da Garça,municipio,MG
Morro do Chapéu,municipio,BA
Morro do Chapéu do Piauí,municipio,PI
Morro do Pilar,municipio,MG
Morro Grande,municipio,SC
Morro Redondo,municipio,RS
Morro Reuter,municipio,RS
Morros,municipio,MA
Mortugaba,municipio,BA
Morungaba,municipio,SP
Mossâmedes,municipio,GO
Mossoró,municipio,RN
Mostardas,municipio,RS
Motuca,municipio,SP
Mozarlândia,municipio,GO
Muaná,municipio,PA
Mucajaí,municipio,RR
Mucambo,municipio,CE
Mucugê,municipio,BA
Muçum,municipio,RS
Mucuri,municipio,BA
Mucurici,municipio,ES
Muitos Capões,municipio,RS
Muliterno,municipio,RS
Mulungu,municipio,CE
Mulungu,municipio,PB
Mulungu do Morro,municipio,BA
Mundo Novo,municipio,BA
Mundo Novo,municipio,MS
Mundo Novo,municipio,GO
Munhoz,municipio,MG
Munhoz de Melo,municipio,PR
Muniz Ferreira,municipio,BA
Muniz Freire,municipio,ES
Muquém de São Francisco,municipio,BA
Muqui,municipio,ES
Muriaé,municipio,MG
Muribeca,municipio,SE
Murici,municipio,AL
Murici dos Portelas,municipio,PI
Muricilândia,municipio,TO
Muritiba,municipio,BA
Murutinga do Sul,municipio,SP
Mutuípe,municipio,BA
Mutum,municipio,MG
Mutunópolis,municipio,GO
Muzambinho,municipio,MG
Nacip Raydan,municipio,MG
Nantes,municipio,SP
Nanuque,municipio,MG
Não-Me-Toque,municipio,RS
Naque,municipio,MG
Narandiba,municipio,SP
Natal,municipio,RN
Natalândia,municipio,MG
Natércia,municipio,MG
Natividade,municipio,TO
Natividade,municipio,RJ
Natividade da Serra,municipio,SP
Natuba,municipio,PB
Navegantes,municipio,SC
Naviraí,municipio,MS
Nazaré,municipio,TO
Nazaré,municipio,BA
Nazaré da Mata,municipio,PE
Nazaré do Piauí,municipio,PI
Nazaré Paulista,municipio,SP
Nazareno,municipio,MG
Nazarezinho,municipio,PB
Nazária,municipio,PI
Nazário,municipio,GO
Neópolis,municipio,SE
Nepomuceno,municipio,MG
Nerópolis,municipio,GO
Neves Paulista,municipio,SP
Nhamundá,municipio,AM
Nhandeara,municipio,SP
Nicolau Vergueiro,municipio,RS
Nilo Peçanha,municipio,BA
Nilópolis,municipio,RJ
Nina Rodrigues,municipio,MA
Ninheira,municipio,MG
Nioaque,municipio,MS
Nipoã,municipio,SP
Niquelândia,municipio,GO
Nísia Floresta,municipio,RN
Niterói,municipio,RJ
Nobres,municipio,MT
Nonoai,municipio,RS
Nordestina,municipio,BA
Normandia,municipio,RR
Nortelândia,municipio,MT
Nossa Senhora Aparecida,municipio,SE
Nossa Senhora da Glória,municipio,SE
Nossa Senhora das Dores,municipio,SE
Nossa Senhora das Graças,municipio,PR
Nossa Senhora de Lourdes,municipio,SE
Nossa Senhora de Nazaré,municipio,PI
Nossa Senhora do Livramento,municipio,MT
Nossa Senhora do Socorro,municipio,SE
Nossa Senhora dos Remédios,municipio,PI
Nova Aliança,municipio,SP
Nova Aliança do Ivaí,municipio,PR
Nova Alvorada,municipio,RS
Nova Alvorada do Sul,municipio,MS
Nova América,municipio,GO
Nova América da Colina,municipio,PR
Nova Andradina,municipio,MS
Nova Araçá,municipio,RS
Nova Aurora,municipio,PR
Nova Aurora,municipio,GO
Nova Bandeirantes,municipio,MT
Nova Bassano,municipio,RS
Nova Belém,municipio,MG
Nova Boa Vista,municipio,RS
Nova Brasilândia,municipio,MT
Nova Brasilândia d'Oeste,municipio,RO
Nova Bréscia,municipio,RS
Nova Campina,municipio,SP
Nova Canaã,municipio,BA
Nova Canaã do Norte,municipio,MT
Nova Canaã Paulista,municipio,SP
Nova Candelária,municipio,RS
Nova Cantu,municipio,PR
Nova Castilho,municipio,SP
Nova Colinas,municipio,MA
Nova Crixás,municipio,GO
Nova Cruz,municipio,RN
Nova Era,municipio,MG
Nova Erechim,municipio,SC
Nova Esperança,municipio,PR
Nova Esperança do Piriá,municipio,PA
Nova Esperança do Sudoeste,municipio,PR
Nova Esperança do Sul,municipio,RS
Nova Europa,municipio,SP
Nova Fátima,municipio,BA
Nova Fátima,municipio,PR
Nova Floresta,municipio,PB
Nova Friburgo,municipio,RJ
Nova Glória,municipio,GO
Nova Granada,municipio,SP
Nova Guarita,municipio,MT
Nova Guataporanga,municipio,SP
Nova Hartz,municipio,RS
Nova Ibiá,municipio,BA
Nova Iguaçu,municipio,RJ
Nova Iguaçu de Goiás,municipio,GO
Nova Independência,municipio,SP
Nova Iorque,municipio,MA
Nova Ipixuna,municipio,PA
Nova Itaberaba,municipio,SC
Nova Itarana,municipio,BA
Nova Lacerda,municipio,MT
Nova Laranjeiras,municipio,PR
Nova Lima,municipio,MG
Nova Londrina,municipio,PR
Nova Luzitânia,municipio,SP
Nova Mamoré,municipio,RO
Nova Marilândia,municipio,MT
Nova Maringá,municipio,MT
Nova Módica,municipio,MG
Nova Monte Verde,municipio,MT
Nova Mutum,municipio,MT
Nova Nazaré,municipio,MT
Nova Odessa,municipio,SP
Nova Olímpia,municipio,PR
Nova Olímpia,municipio,MT
Nova Olinda,municipio,TO
Nova Olinda,municipio,CE
Nova Olinda,municipio,PB
Nova Olinda do Maranhão,municipio,MA
Nova Olinda do Norte,municipio,AM
Nova Pádua,municipio,RS
Nova Palma,municipio,RS
Nova Palmeira,municipio,PB
Nova Petrópolis,municipio,RS
Nova Ponte,municipio,MG
Nova Porteirinha,municipio,MG
Nova Prata,municipio,RS
Nova Prata do Iguaçu,municipio,PR
Nova Ramada,municipio,RS
Nova Redenção,municipio,BA
Nova Resende,municipio,MG
Nova Roma,municipio,GO
Nova Roma do Sul,municipio,RS
Nova Rosalândia,municipio,TO
Nova Russas,municipio,CE
Nova Santa Bárbara,municipio,PR
Nova Santa Helena,municipio,MT
Nova Santa Rita,municipio,PI
Nova Santa Rita,municipio,RS
Nova Santa Rosa,municipio,PR
Nova Serrana,municipio,MG
Nova Soure,municipio,BA
Nova Tebas,municipio,PR
Nova Timboteua,municipio,PA
Nova Trento,municipio,SC
Nova Ubiratã,municipio,MT
Nova União,municipio,RO
Nova União,municipio,MG
Nova Venécia,municipio,ES
Nova Veneza,municipio,SC
Nova Veneza,municipio,GO
Nova Viçosa,municipio,BA
Nova Xavantina,municipio,MT
Novais,municipio,SP
Novo Acordo,municipio,TO
Novo Airão,municipio,AM
Novo Alegre,municipio,TO
Novo Aripuanã,municipio,AM
Novo Barreiro,municipio,RS
Novo Brasil,municipio,GO
Novo Cabrais,municipio,RS
Novo Cruzeiro,municipio,MG
Novo Gama,municipio,GO
Novo Hamburgo,municipio,RS
Novo Horizonte,municipio,BA
Novo Horizonte,municipio,SP
Novo Horizonte,municipio,SC
Novo Horizonte do Norte,municipio,MT
Novo Horizonte do Oeste,municipio,RO
Novo Horizonte do Sul,municipio,MS
Novo Itacolomi,municipio,PR
Novo Jardim,municipio,TO
Novo Lino,municipio,AL
Novo Machado,municipio,RS
Novo Mundo,municipio,MT
Novo Oriente,municipio,CE
Novo Oriente de Minas,municipio,MG
Novo Oriente do Piauí,municipio,PI
Novo Planalto,municipio,GO
Novo Progresso,municipio,PA
Novo Repartimento,municipio,PA
Novo Santo Antônio,municipio,PI
Novo Santo Antônio,municipio,MT
Novo São Joaquim,municipio,MT
Novo Tiradentes,municipio,RS
Novo Triunfo,municipio,BA
Novo Xingu,municipio,RS
Novorizonte,municipio,MG
Nuporanga,municipio,SP
Óbidos,municipio,PA
Ocara,municipio,CE
Ocauçu,municipio,SP
Oeiras,municipio,PI
Oeiras do Pará,municipio,PA
Oiapoque,municipio,AP
Olaria,municipio,MG
Óleo,municipio,SP
Olho d'Água,municipio,PB
Olho d'Água das Cunhãs,municipio,MA
Olho d'Água das Flores,municipio,AL
Olho d'Água do Casado,municipio,AL
Olho d'Água do Piauí,municipio,PI
Olho d'Água Grande,municipio,AL
Olho-d'Água do Borges,municipio,RN
Olhos-d'Água,municipio,MG
Olímpia,municipio,SP
Olímpio Noronha,municipio,MG
Olinda,municipio,PE
Olinda Nova do Maranhão,municipio,MA
Olindina,municipio,BA
Olivedos,municipio,PB
Oliveira,municipio,MG
Oliveira de Fátima,municipio,TO
Oliveira dos Brejinhos,municipio,BA
Oliveira Fortes,municipio,MG
Olivença,municipio,AL
Onça de Pitangui,municipio,MG
Onda Verde,municipio,SP
Oratórios,municipio,MG
Oriente,municipio,SP
Orindiúva,municipio,SP
Oriximiná,municipio,PA
Orizânia,municipio,MG
Orizona,municipio,GO
Orlândia,municipio,SP
Orleans,municipio,SC
Orobó,municipio,PE
Orocó,municipio,PE
Orós,municipio,CE
Ortigueira,municipio,PR
Osasco,municipio,SP
Oscar Bressane,municipio,SP
Osório,municipio,RS
Osvaldo Cruz,municipio,SP
Otacílio Costa,municipio,SC
Ourém,municipio,PA
Ouriçangas,municipio,BA
Ouricuri,municipio,PE
Ourilândia do Norte,municipio,PA
Ourinhos,municipio,SP
Ourizona,municipio,PR
Ouro,municipio,SC
Ouro Branco,municipio,RN
Ouro Branco,municipio,AL
Ouro Branco,municipio,MG
Ouro Fino,municipio,MG
Ouro Preto,municipio,MG
Ouro Preto do Oeste,municipio,RO
Ouro Velho,municipio,PB
Ouro Verde,municipio,SP
Ouro Verde,municipio,SC
Ouro Verde de Goiás,municipio,GO
Ouro Verde de Minas,municipio,MG
Ouro Verde do Oeste,municipio,PR
Ouroeste,municipio,SP
Ourolândia,municipio,BA
Ouvidor,municipio,GO
Pacaembu,municipio,SP
Pacajá,municipio,PA
Pacajus,municipio,CE
Pacaraima,municipio,RR
Pacatuba,municipio,CE
Pacatuba,municipio,SE
Paço do Lumiar,municipio,MA
Pacoti,municipio,CE
Pacujá,municipio,CE
Padre Bernardo,municipio,GO
Padre Carvalho,municipio,MG
Padre Marcos,municipio,PI
Padre Paraíso,municipio,MG
Paes Landim,municipio,PI
Pai Pedro,municipio,MG
Paial,municipio,SC
Paiçandu,municipio,PR
Paim Filho,municipio,RS
Paineiras,municipio,MG
Painel,municipio,SC
Pains,municipio,MG
Paiva,municipio,MG
Pajeú do Piauí,municipio,PI
Palestina,municipio,AL
Palestina,municipio,SP
Palestina de Goiás,municipio,GO
Palestina do Pará,municipio,PA
Palhano,municipio,CE
Palhoça,municipio,SC
Palma,municipio,MG
Palma Sola,municipio,SC
Palmácia,municipio,CE
Palmares,municipio,PE
Palmares do Sul,municipio,RS
Palmares Paulista,municipio,SP
Palmas,municipio,TO
Palmas,municipio,PR
Palmas de Monte Alto,municipio,BA
Palmeira,municipio,PR
Palmeira,municipio,SC
Palmeira d'Oeste,municipio,SP
Palmeira das Missões,municipio,RS
Palmeira do Piauí,municipio,PI
Palmeira dos Índios,municipio,AL
Palmeirais,municipio,PI
Palmeirândia,municipio,MA
Palmeirante,municipio,TO
Palmeiras,municipio,BA
Palmeiras de Goiás,municipio,GO
Palmeiras do Tocantins,municipio,TO
Palmeirina,municipio,PE
Palmeirópolis,municipio,TO
Palmelo,municipio,GO
Palminópolis,municipio,GO
Palmital,municipio,SP
Palmital,municipio,PR
Palmitinho,municipio,RS
Palmitos,municipio,SC
Palmópolis,municipio,MG
Palotina,municipio,PR
Panamá,municipio,GO
Panambi,municipio,RS
Pancas,municipio,ES
Panelas,municipio,PE
Panorama,municipio,SP
Pantano Grande,municipio,RS
Pão de Açúcar,municipio,AL
Papagaios,municipio,MG
Papanduva,municipio,SC
Paquetá,municipio,PI
Pará de Minas,municipio,MG
Paracambi,municipio,RJ
Paracatu,municipio,MG
Paracuru,municipio,CE
Paragominas,municipio,PA
Paraguaçu,municipio,MG
Paraguaçu Paulista,municipio,SP
Paraí,municipio,RS
Paraíba do Sul,municipio,RJ
Paraibano,municipio,MA
Paraibuna,municipio,SP
Paraipaba,municipio,CE
Paraíso,municipio,SP
Paraíso,municipio,SC
Paraíso das Águas,municipio,MS
Paraíso do Norte,municipio,PR
Paraíso do Sul,municipio,RS
Paraíso do Tocantins,municipio,TO
Paraisópolis,municipio,MG
Parambu,municipio,CE
Paramirim,municipio,BA
Paramoti,municipio,CE
Paraná,municipio,RN
Paranã,municipio,TO
Paranacity,municipio,PR
Paranaguá,municipio,PR
Paranaíba,municipio,MS
Paranaiguara,municipio,GO
Paranaíta,municipio,MT
Paranapanema,municipio,SP
Paranapoema,municipio,PR
Paranapuã,municipio,SP
Paranatama,municipio,PE
Paranatinga,municipio,MT
Paranavaí,municipio,PR
Paranhos,municipio,MS
Paraopeba,municipio,MG
Parapuã,municipio,SP
Parari,municipio,PB
Paratinga,municipio,BA
Paraty,municipio,RJ
Paraú,municipio,RN
Parauapebas,municipio,PA
Paraúna,municipio,GO
Parazinho,municipio,RN
Pardinho,municipio,SP
Pareci Novo,municipio,RS
Parecis,municipio,RO
Parelhas,municipio,RN
Pariconha,municipio,AL
Parintins,municipio,AM
Paripiranga,municipio,BA
Paripueira,municipio,AL
Pariquera-Açu,municipio,SP
Parisi,municipio,SP
Parnaguá,municipio,PI
Parnaíba,municipio,PI
Parnamirim,municipio,RN
Parnamirim,municipio,PE
Parnarama,municipio,MA
Parobé,municipio,RS
Passa e Fica,municipio,RN
Passa Quatro,municipio,MG
Passa Sete,municipio,RS
Passa Tempo,municipio,MG
Passa-Vinte,municipio,MG
Passabém,municipio,MG
Passagem,municipio,RN
Passagem,municipio,PB
Passagem Franca,municipio,MA
Passagem Franca do Piauí,municipio,PI
Passira,municipio,PE
Passo de Camaragibe,municipio,AL
Passo de Torres,municipio,SC
Passo do Sobrado,municipio,RS
Passo Fundo,municipio,RS
Passos,municipio,MG
Passos Maia,municipio,SC
Pastos Bons,municipio,MA
Patis,municipio,MG
Pato Bragado,municipio,PR
Pato Branco,municipio,PR
Patos,municipio,PB
Patos de Minas,municipio,MG
Patos do Piauí,municipio,PI
Patrocínio,municipio,MG
Patrocínio do Muriaé,municipio,MG
Patrocínio Paulista,municipio,SP
Patu,municipio,RN
Paty do Alferes,municipio,RJ
Pau Brasil,municipio,BA
Pau d'Arco,municipio,PA
Pau d'Arco,municipio,TO
Pau d'Arco do Piauí,municipio,PI
Pau dos Ferros,municipio,RN
Paudalho,municipio,PE
Pauini,municipio,AM
Paula Cândido,municipio,MG
Paula Freitas,municipio,PR
Pauliceia,municipio,SP
Paulínia,municipio,SP
Paulino Neves,municipio,MA
Paulista,municipio,PB
Paulista,municipio,PE
Paulistana,municipio,PI
Paulistânia,municipio,SP
Paulistas,municipio,MG
Paulo Afonso,municipio,BA
Paulo Bento,municipio,RS
Paulo de Faria,municipio,SP
Paulo Frontin,municipio,PR
Paulo Jacinto,municipio,AL
Paulo Lopes,municipio,SC
Paulo Ramos,municipio,MA
Pavão,municipio,MG
Paverama,municipio,RS
Pavussu,municipio,PI
Pé de Serra,municipio,BA
Peabiru,municipio,PR
Peçanha,municipio,MG
Pederneiras,municipio,SP
Pedra,municipio,PE
Pedra Azul,municipio,MG
Pedra Bela,municipio,SP
Pedra Bonita,municipio,MG
Pedra Branca,municipio,CE
Pedra Branca,municipio,PB
Pedra Branca do Amapari,municipio,AP
Pedra do Anta,municipio,MG
Pedra do Indaiá,municipio,MG
Pedra Dourada,municipio,MG
Pedra Grande,municipio,RN
Pedra Lavrada,municipio,PB
Pedra Mole,municipio,SE
Pedra Preta,municipio,RN
Pedra Preta,municipio,MT
Pedralva,municipio,MG
Pedranópolis,municipio,SP
Pedrão,municipio,BA
Pedras Altas,municipio,RS
Pedras de Fogo,municipio,PB
Pedras de Maria da Cruz,municipio,MG
Pedras Grandes,municipio,SC
Pedregulho,municipio,SP
Pedreira,municipio,SP
Pedreiras,municipio,MA
Pedrinhas,municipio,SE
Pedrinhas Paulista,municipio,SP
Pedrinópolis,municipio,MG
Pedro Afonso,municipio,TO
Pedro Alexandre,municipio,BA
Pedro Avelino,municipio,RN
Pedro Canário,municipio,ES
Pedro de Toledo,municipio,SP
Pedro do Rosário,municipio,MA
Pedro Gomes,municipio,MS
Pedro II,municipio,PI
Pedro Laurentino,municipio,PI
Pedro Leopoldo,municipio,MG
Pedro Osório,municipio,RS
Pedro Régis,municipio,PB
Pedro Teixeira,municipio,MG
Pedro Velho,municipio,RN
Peixe,municipio,TO
Peixe-Boi,municipio,PA
Peixoto de Azevedo,municipio,MT
Pejuçara,municipio,RS
Pelotas,municipio,RS
Penaforte,municipio,CE
Penalva,municipio,MA
Penápolis,municipio,SP
Pendências,municipio,RN
Penedo,municipio,AL
Penha,municipio,SC
Pentecoste,municipio,CE
Pequeri,municipio,MG
Pequi,municipio,MG
Pequizeiro,municipio,TO
Perdigão,municipio,MG
Perdizes,municipio,MG
Perdões,municipio,MG
Pereira Barreto,municipio,SP
Pereiras,municipio,SP
Pereiro,municipio,CE
Peri Mirim,municipio,MA
Periquito,municipio,MG
Peritiba,municipio,SC
Peritoró,municipio,MA
Perobal,municipio,PR
Pérola,municipio,PR
Pérola d'Oeste,municipio,PR
Perolândia,municipio,GO
Peruíbe,municipio,SP
Pescador,municipio,MG
Pescaria Brava,municipio,SC
Pesqueira,municipio,PE
Petrolândia,municipio,PE
Petrolândia,municipio,SC
Petrolina,municipio,PE
Petrolina de Goiás,municipio,GO
Petrópolis,municipio,RJ
Piaçabuçu,municipio,AL
Piacatu,municipio,SP
Piancó,municipio,PB
Piatã,municipio,BA
Piau,municipio,MG
Picada Café,municipio,RS
Piçarra,municipio,PA
Picos,municipio,PI
Picuí,municipio,PB
Piedade,municipio,SP
Piedade de Caratinga,municipio,MG
Piedade de Ponte Nova,municipio,MG
Piedade do Rio Grande,municipio,MG
Piedade dos Gerais,municipio,MG
Piên,municipio,PR
Pilão Arcado,municipio,BA
Pilar,municipio,PB
Pilar,municipio,AL
Pilar de Goiás,municipio,GO
Pilar do Sul,municipio,SP
Pilões,municipio,RN
Pilões,municipio,PB
Pilõezinhos,municipio,PB
Pimenta,municipio,MG
Pimenta Bueno,municipio,RO
Pimenteiras,municipio,PI
Pimenteiras do Oeste,municipio,RO
Pindaí,municipio,BA
Pindamonhangaba,municipio,SP
Pindaré-Mirim,municipio,MA
Pindoba,municipio,AL
Pindobaçu,municipio,BA
Pindorama,municipio,SP
Pindorama do Tocantins,municipio,TO
Pindoretama,municipio,CE
Pingo-d'Água,municipio,MG
Pinhais,municipio,PR
Pinhal,municipio,RS
Pinhal da Serra,municipio,RS
Pinhal de São Bento,municipio,PR
Pinhal Grande,municipio,RS
Pinhalão,municipio,PR
Pinhalzinho,municipio,SP
Pinhalzinho,municipio,SC
Pinhão,municipio,SE
